a882acbc-3498-4fc2-80d2-04e34e3a2a12 1478759282.896280000
705b8632-59e0-44ac-900b-5132a247e114 1478759794.220580000_1478759794.412332000
9cb204fd-777e-4cab-817f-58e053dfd1fc 1478759945.044636000
187484a6-4c7d-4fea-bbf3-3caa93f10a9b 1478760115.046222000_1478760115.132727000
8090a79c-0970-438a-b3c6-b86513cdabe7 1478760049.883689000_1478760050.312516000
c6a895b6-2d31-4146-8779-e1d4c13d5e30 1478759498.451810000_1478759498.883192000
20851859-d036-4fd2-a681-402cad316f49 1478760125.070571000_1478760125.270119000
73f0e189-60f6-460d-b879-171e579373e0 1478759639.172585000
b030e1a8-1ba8-4a98-9129-202f6733235b 1478759563.617334000_1478759563.703258000
56d26300-ea74-497a-a2b1-fba68a023047 1478759999.759065000_1478759999.829540000
352f00ba-f0c3-46b0-afa4-6f70cfdd9e07 1478759167.602640000_1478759168.025006000
5ce8737b-abf5-4a4a-b7b8-709ac766974e 1478759162.592556000_1478759163.007041000
093c86ab-60e3-4b49-b3db-4ff1a1e55496 1478759769.157489000_1478759769.427019000
adfc32cd-96d2-4749-885e-a2e4882a1afd 1478760235.453972000
40fa609c-11a6-476b-8d22-60d101655d3a 1478759588.682618000_1478759589.098834000
20c20ef1-04c8-409c-a5c9-8f9f0d585472 1478759849.364705000
7cd3afa1-656e-464f-8c64-c88bc295de3f 1478759368.098218000_1478759368.526627000
cf9738a9-b61c-4ae9-b119-1a5e83a2ba97 1478760004.770279000_1478760005.154063000
d912ba4b-b19c-4f06-9132-4cf6da2d3736 1478759658.871561000_1478759659.243376000
cf64cd6c-5d00-4758-890d-43cba659da0e 1478759473.386973000_1478759473.794463000
0e30ce64-5de5-4c2d-b9ff-de7df014b99e 1478759388.178847000_1478759388.597061000
8bf9e4eb-6175-429f-9002-b904b9ae6592 1478759112.458833000_1478759112.728962000
4c1473e1-937a-4808-b596-b09344cc78cc 1478759423.270792000_1478759423.720621000
e5b5a534-16a6-489d-ac61-c16b85ca705d 1478759217.718034000
c461d6c1-d13e-4383-8bff-cd1720cf7269 1478759693.962182000_1478759694.059070000
352c2bd6-1602-4baf-98e9-942986dc6f4d 1478759187.644317000_1478759188.095510000
546eb9d8-5259-41a4-8074-d741754a61d7 1478759709.001210000_1478759709.419877000
4e880f02-a080-4ebd-8d17-ad265992ee46 1478759628.792526000_1478759629.239514000
31090e58-ef1a-4397-a9ef-b2e90085c394 1478760180.219301000_1478760180.669229000
d1fa54ea-9798-4d09-a26b-b35fe8dca7a9 1478760155.581014000
6ea00166-8cb4-4b38-9d27-662799abf2f4 1478759985.083081000
2cd5ed80-1c5d-4e4d-8b5f-235ffd89ccb9 1478759433.551399000
5b32230a-4e84-458f-94af-14a2c0ff26d4 1478760230.538661000
6da6ed63-9e02-47da-8b47-fccf5f50c2c4 1478759478.402583000_1478759478.710047000
6f511858-a4fa-458f-99ca-5727819e6352 1478760024.818242000_1478760025.225872000
f08510bf-fbfd-490a-880f-4f9777c05170 1478760014.796255000_1478760014.984684000
35e9693d-0e74-4e1f-9ea8-74b1e076eeeb 1478759343.036020000_1478759343.437962000
d51e590d-dec2-4e1a-9ccc-696c2721cd95 1478759844.352695000_1478759844.793633000
7b02c524-58cc-4e8a-96e5-f5534e21790b 1478759889.466767000_1478759889.645770000
d91a332b-7352-4738-8c32-f08aa07d899f 1478759172.613184000_1478759173.042544000
d2437cb1-9b0d-428e-8718-07f25ac7b84e 1478759302.942675000_1478759303.296807000
ab2046b4-442d-40d0-8a7d-2f52cdc39509 1478759383.163536000_1478759383.578851000
9298774b-3324-4ef7-8db8-6cdcb7d46ec5 1478759132.509795000_1478759132.901384000
98d77e62-92bb-4d92-ac66-bf194c17b4c6 1478759252.812709000_1478759253.222719000
ee760930-9ee6-45f1-aa68-7c51f6686ccb 1478759448.331044000_1478759448.706507000
fd20c4a9-85ee-43b7-830d-a9333fbad1d7 1478759322.991836000_1478759323.367689000
69551367-6b24-43f1-854e-0af7da633daa 1478760215.304728000_1478760215.587499000
6864d494-73e1-4b2d-b430-b8aead50a548 1478759232.755089000
679c60a7-bee8-4ea7-96e2-ae394de63d22 1478759899.489774000_1478759899.783244000
657d260e-c1f3-49b6-b633-7e1173f9fc3a 1478759413.242839000_1478759413.685424000
099e6a75-56f7-4ce1-8c52-12d69706db00 1478759919.541180000_1478759919.580379000
cb2ca16d-5a65-461b-817c-075102a572bb 1478759483.417895000_1478759483.830410000
6a9e9999-195d-41e3-aa8a-d77f2d37ede5 1478759924.558129000_1478759924.974113000
a3fd444b-9b68-47a4-8235-f35ea5039f49 1478759538.545409000_1478759538.613866000
b5c5b05f-7003-409c-a2d9-a77cda0897c0 1478759804.246254000_1478759804.345902000
98c7cb6f-3d99-41dd-a6ae-65abfdc3bce3 1478759683.935429000_1478759684.126997000
aedb9ed9-191f-4684-8abf-b6d85cc8a3d2 1478759398.632377000
06230745-ba07-46bb-ba65-3a86215bdd08 1478759824.723436000
3e12c905-ef01-4b95-8adf-61c59b9b94c3 1478759904.506096000_1478759904.698658000
6ff8ac20-a1dc-4d3d-82d1-28e08c091234 1478759839.776650000
ecdfb7c7-7578-4a97-9e8f-be24b98a60a3 1478759729.057121000_1478759729.489873000
3bc9dbac-7294-4c65-a3b6-9f02392b71b8 1478759749.109597000_1478759749.560447000
04b9a908-58ff-4af5-890a-8e295c21ecd0 1478759513.481828000_1478759513.833319000
70b05722-5dc4-41cb-aa8f-6af8b9d77f7c 1478759117.468704000_1478759117.746428000
ba3a70a0-d986-4739-ae69-93931dac6a82 1478759493.442585000_1478759493.865381000
5ffc9326-2571-4bd1-ac3e-05abff4b17c8 1478759663.884196000_1478759664.158627000
6b2e7f9b-0b24-4b01-8d62-9028eaf1885b 1478759192.658335000_1478759193.010671000
63895b4b-2df7-410e-a87f-fa150ece93be 1478759438.465885000
e28525ed-052a-40c3-8b6b-f369e6926478 1478759623.779634000_1478759624.222965000
f08df081-5731-4aee-8f54-9e17873f1c72 1478759989.730380000_1478759989.998180000
294eec16-3d25-4dfa-be15-b59626d164ea 1478759348.085397000
9d2e0729-15e9-4d14-8824-b857e252e041 1478759488.431687000_1478759488.847129000
b6fb119a-92dc-4252-88f6-8e7cf31e68be 1478759949.623329000_1478759950.062140000
89edb19d-c35e-4082-9b8b-f4b71c2fb8d1 1478759779.181154000_1478759779.257641000
6941eaad-f49f-4dc3-936e-817c2fcb3dc2 1478759528.682142000
33469a23-c5e5-4a49-aac1-8808a7dd5460 1478760094.991632000_1478760095.061361000
13bb3371-7049-497e-a655-1b77c61552be 1478759468.777229000
83ee8600-2be3-4a3b-b555-6388275feab1 1478759508.471868000_1478759508.918347000
c90c4bf7-94ca-4b2f-9352-49c4de28cf20 1478759107.447680000_1478759107.813310000
e320a9f6-0870-4542-80d1-60f2908f67d4 1478759353.057849000
c6a7bdae-4c62-47ed-a84e-72e35f909593 1478759994.743355000_1478759994.914112000
1ac29d82-d936-4951-9ecd-dcbb1f4c837e 1478759097.422186000_1478759097.676034000
c508656a-6960-4949-be58-c07529e8e41a 1478759714.017197000_1478759714.055963000
638ea4de-73b9-46b0-a500-eb917fb6d198 1478760135.097922000_1478760135.510583000
4bb79068-f544-480a-8071-178ae690d2d4 1478759573.645074000_1478759573.840738000
eb42b24d-af3a-4dce-a832-6ed984fcfcfe 1478760075.400937000
5ba0f23c-9bb6-41ce-b44b-edd1061b9872 1478759453.342874000_1478759453.621275000
bf4a385d-e483-4d5b-b277-574329265c1f 1478759869.419066000_1478759869.574803000
20ef194c-f916-43cb-83d0-6cfcfd22fff9 1478759964.663670000_1478759965.115066000
cd505430-c51d-4ec7-b4ef-9103175a6045 1478760054.897588000_1478760055.330529000
ad270a34-4647-4941-b7af-758e2d228dd5 1478759864.405442000_1478759864.659514000
21cf8598-fb52-4371-895a-b6aff869d749 1478760140.113191000_1478760140.527908000
c97e6b15-3dbb-4e31-963b-58108da47beb 1478759648.846304000_1478759649.002655000
856fd99b-691e-4583-b096-3751e3c4bc94 1478759257.827708000_1478759258.137599000
6bba192f-3c41-4dbd-b111-559eb278440d 1478759197.672815000_1478759197.926205000
0650b5cf-4160-4cd0-a251-4e437c373f88 1478759533.531861000
3680b27c-5ec2-48ef-a981-2eed4e5e12ba 1478759688.949906000_1478759689.144395000
d9eda935-ac21-44fa-bbcb-2872d0372671 1478759267.853410000_1478759268.276279000
1d487aeb-b544-4f66-96f0-fee8cba8206d 1478760064.923621000_1478760065.365569000
258180bf-a76f-42bc-a916-b0fb90b5bb61 1478760044.869439000_1478760045.294944000
77e3ab5c-57f2-4ca7-9d84-f374b2ebcb34 1478759262.840784000_1478759263.258310000
71901c01-4999-4c0f-b280-c21d3d2e0536 1478759759.391394000
21e3341a-7317-4d46-89a5-6440e368fab6 1478759237.767724000
32cf6e22-2a6c-4859-8d5a-064fb729e094 1478760205.279446000_1478760205.449748000
88bc9c0d-322a-4b02-b8ed-7bd5d3071be9 1478759954.637635000_1478759955.080091000
8ede8183-899f-45c4-ac13-3356cd5cb682 1478760110.032539000_1478760110.217387000
1a1069f1-23b1-4330-be94-fee7dae8f5ca 1478759744.095585000_1478759744.543808000
ff83c25c-c6bb-4f1c-b840-0ce514bca5ca 1478760079.957922000_1478760080.318381000
8843c563-85ae-4a49-a140-c57e6eb4556c 1478760105.018224000_1478760105.301948000
d0284a95-4562-4973-a1c8-6454a210a881 1478759157.579374000_1478759157.989475000
d979b0a0-f301-443a-9e39-c6ccf5058f33 1478759569.028161000
7d173104-870f-414b-85e6-dfc44290d214 1478759603.723049000_1478759604.151000000
bdb5cfa5-2a20-4c83-9d8a-e4f0715045dd 1478759312.969255000_1478759313.126889000
7c9eedcf-f5f0-4490-b699-ea6bddaf8b73 1478759929.570851000_1478759929.991767000
f691cc74-29f5-4556-93e0-d8446e7d2673 1478759272.867515000_1478759273.293502000
d4ed7237-fab0-4933-9b00-338566ea94c0 1478760190.294966000
7b809837-8a05-4fdd-8887-465a847b0ee2 1478759698.977290000_1478759699.384373000
e60d0aae-e6ca-488b-8aeb-011aafd5a997 1478759247.797666000_1478759247.897644000
1a462840-991f-48cc-b508-6c7cb4e2f056 1478759724.472540000
4e29b215-bcbc-42ee-929b-b2c9aa7b24ac 1478760150.138219000_1478760150.562746000
1362a6ca-4702-40fc-8731-32716609826e 1478760029.827850000_1478760030.241978000
233d9ad1-c78d-4d29-8b64-e8afdc3ddd3c 1478760100.008418000_1478760100.386647000
4d553ea0-522d-49be-a3f3-9bc10673412c 1478759317.979456000_1478759318.042446000
b05ba343-43aa-428b-8131-5f97446b8306 1478759834.758478000
103dd086-80b4-45ad-be5a-537be26e474d 1478759809.260132000_1478759809.568132000
28466421-6bf5-4049-8dbc-07a6654ecdc1 1478759373.126203000_1478759373.543444000
87501a78-c9c2-4460-814e-64bfe23842bd 1478760185.227627000_1478760185.584147000
b877e54c-c165-429d-a25e-601c08f4d266 1478759548.572884000_1478759548.957228000
1bc8b585-7e11-4af2-869d-3c9e3ec71098 1478759523.505225000_1478759523.766324000
dff329ab-f615-44cf-9491-96b120bac587 1478759518.530626000
2b44507b-68f4-4a02-8ea0-6c56138366c0 1478759814.271478000_1478759814.687847000
dabecf29-5ad1-42de-9fc5-ebf7089fed59 1478759553.587568000_1478759553.872518000
