66cbf660-488e-4615-9ba9-304d7a697c8c 1478759874.489740000
90bcfe81-1630-48c2-bc6f-e9a3a7c627a5 1478760165.176360000
426e62be-d61c-416e-b62f-41b261a467bf 1478760039.858661000_1478760040.276787000
3a537e51-d1f9-48aa-8f40-050fb8b5f075 1478759127.498165000_1478759127.576856000
50526fa1-02cb-41b7-a855-3a4f2acac135 1478759287.948755000
9563d82f-7b07-4726-b7b4-bca72e048365 1478759147.549204000_1478759147.647443000
92bf173d-e48b-4502-87d3-217f8dc00b0c 1478760225.332994000_1478760225.623813000
dd6bc513-36f6-4af5-b9e7-19bb515bf47c 1478759618.765218000_1478759619.204556000
469640da-0730-45d1-941e-f6628fde8d61 1478759764.142544000_1478759764.511382000
5668e943-59b1-4721-87d4-43fd77769b1a 1478759463.363302000
ca995cc1-d47c-423d-88ab-feb8c6856ed3 1478759277.881345000
c42e7118-51a6-4d1b-a492-e2128febb52f 1478759152.564492000
c03427f2-ad13-47e7-9a02-798e912f010a 1478759909.519939000_1478759909.613566000
e42b6cc3-0ea6-4d7f-a5cf-5929c4925e48 1478759327.999863000
1f7eeb37-3e1c-46a1-8738-2181c9fcf4ed 1478760195.252551000_1478760195.620140000
42ccdb94-d287-447e-966a-2488eff2f8bf 1478759393.193818000_1478759393.614094000
d9b91799-27c0-493e-9751-b47a10d6c9a5 1478759458.352959000_1478759458.537375000
d9a0f5c0-2075-4a5b-842d-d884691876f9 1478759122.483221000_1478759122.661307000
2004cd39-dae0-49d8-a902-445e96979464 1478759593.697208000_1478759594.115759000
03391b40-05ae-44bc-8f80-82ac3f3439c7 1478759653.859718000_1478759653.918170000
d8b51dc8-17dc-46dd-976b-48cab2257acb 1478760160.598048000
961e7621-6bbd-4092-8a48-94a154e8f6e2 1478759789.207851000_1478759789.497012000
daa7dab2-3a45-4fd1-9701-3895b0faf98c 1478759739.081922000_1478759739.525582000
be564ae4-2f04-4562-8712-3dd9fef5860f 1478759443.381524000
6e56cb50-e18b-4494-b0ab-b4579a4c0a72 1478760220.317815000_1478760220.401593000
21fc7583-6c36-4f70-a799-02db9c2b2a68 1478759959.649095000_1478759960.097334000
c48d0866-6aa7-42be-ab4b-0fb26a1fa641 1478759859.744721000
20847e8d-8205-4e61-b1d2-28871d52fbd5 1478759503.900658000
40e60254-dd6b-4261-b83e-ad53a620060d 1478759829.310841000_1478759829.741160000
1a91eef7-a111-4423-abaa-34252caf4f82 1478759102.435534000_1478759102.488369000
217a395b-7552-474c-a6f8-cec67f832726 1478759418.256836000_1478759418.703021000
95a0ef2e-d2f9-4d8e-b8bf-a1cd93a0ea71 1478759338.023065000_1478759338.112792000
bd3a4e28-92fb-4437-9970-8ce0c379e4fc 1478759914.528476000_1478759914.938641000
2ad8d6e5-647a-40c3-9d28-223bb70fb988 1478759613.752603000_1478759614.186249000
0149ea96-d6e9-4281-9a24-fdb057f0672f 1478759719.030059000_1478759719.455138000
071cfe1c-1a5a-43cf-8c4d-afe670f49821 1478759242.783040000_1478759243.187552000
3d940069-3175-4829-8fce-788b07d1e256 1478760069.934007000_1478760070.383819000
9a2c9745-5579-44c3-8bc1-be9505a1150a 1478759643.831707000_1478759644.190726000
91013e7e-655a-4252-8252-d5d51792ded0 1478759378.143601000_1478759378.561594000
435896ea-408a-4660-bf18-fcb85ddb8b70 1478759142.539432000_1478759142.629374000
fc5ce5bf-39ff-4b1c-865d-bfeddead26f8 1478760120.057682000_1478760120.355143000
4e69810d-a9eb-466c-a391-d9b36262b2b9 1478760009.785537000_1478760010.069192000
f8e326cb-d332-4613-8bf7-ada840ed45f8 1478759678.921854000_1478759679.211606000
2efcb994-3429-41a8-8d69-4db520ef44d8 1478759879.440960000_1478759879.815382000
c1bc4c0a-52c9-420e-9023-26882f6505ae 1478760200.266363000_1478760200.535199000
78a9f054-980c-4a16-8c73-b7f8cf33924f 1478759734.069470000_1478759734.507819000
940d6a10-dc8f-4dfc-bb35-b0ef173622b2 1478760084.967373000_1478760085.231509000
fdde0d4f-cb35-4e5b-9f3b-593965793881 1478759979.705079000_1478759979.757881000
3dac6725-7627-493b-94f2-e1b49206f739 1478759227.745961000
1b39da9f-45f5-436b-8832-162cc3ce2020 1478759884.454962000_1478759884.730296000
94ff2b14-b8d0-4826-a0be-bff4b68f44a8 1478759673.908490000_1478759673.989493000
20f04e16-1d9d-4143-af86-66b881eebe6c 1478759940.026721000
0a8ef666-eada-4678-b070-9d72cc3cc794 1478759934.583085000_1478759935.009212000
e5f734ff-bb6d-4fea-9ab5-9d9feb315907 1478759583.676320000_1478759584.081320000
2c8c107a-5e70-412b-87bc-712214f1c82f 1478759182.632800000_1478759183.078117000
aa74bebb-8534-4d51-9bc2-9b90b8ec192a 1478760170.187795000_1478760170.633902000
404acfdd-4221-43c0-bb73-82ab7f17c4a6 1478760210.290747000_1478760210.364973000
48a33f4c-828c-4814-8659-cd7f312c7e3e 1478760034.842406000_1478760035.259570000
303c1b93-f93e-4909-a90e-eadca1038db3 1478759598.710992000_1478759599.133207000
c05a5a6c-8f97-412d-a300-701dbebb5344 1478759633.806709000_1478759634.257197000
6840cc06-c0f1-4abd-b274-5e0c0bf305e5 1478759177.625897000_1478759178.060342000
caf9126a-f724-489c-9749-92b6eaed54d0 1478759363.081988000_1478759363.508023000
f06bc4f1-9e5f-4eaf-889c-a2776fce63f3 1478759358.073153000_1478759358.490965000
40b479a5-69ff-47d6-b76f-20285ae169f0 1478759819.285895000_1478759819.705603000
ed92d1df-ceaf-4565-9bc1-e2fde70c7d5a 1478759408.232968000_1478759408.667664000
12c5a292-fc9d-46da-bd21-146cdf920b72 1478759784.196429000_1478759784.582822000
83780d93-8b3f-4e7d-a775-9137deab2efc 1478759292.962143000
22fcc0f1-0444-47fd-9dca-04eb2ad60fdd 1478759137.523410000_1478759137.816665000
be8dadd8-fc1d-44f8-8951-f4ffc7a8aec6 1478759854.397791000_1478759854.829044000
53f19356-50d5-467a-9056-83bc283dd341 1478759969.676623000_1478759970.030333000
f398fc18-0c2f-43de-98ec-5b410d27adcb 1478760245.391668000_1478760245.693598000
6ae095b1-50ed-41fc-b8e4-28e76080547c 1478759202.685654000_1478759202.841427000
410f81dc-2a7c-4610-9546-60a5d8c488f7 1478759558.603260000_1478759558.787879000
9d8e45c4-29f5-4929-8834-53cb63d69c05 1478759403.649912000
1c68ccd6-7f11-4d74-be22-f19684296d9e 1478759974.691570000_1478759974.945339000
42e126db-515a-457f-95a5-6a721e7e3f19 1478760019.809686000_1478760019.900060000
08e22a51-f14f-4689-83b2-83f306ebfa0a 1478759578.657955000_1478759578.756434000
08e4000f-b867-481f-b2d5-7ec90da4771d 1478759297.934088000_1478759298.381464000
9d38b42c-aa6b-4f75-8e3c-d31b8e2aaf28 1478760175.201536000_1478760175.651506000
e04a34c4-0d5c-4e71-a2fe-e2a7ac98344f 1478759333.011276000
6ec269f8-cb43-4bd3-b056-3bcf639b4d10 1478759894.481804000_1478759894.868187000
c3dcf9a1-fb22-48af-af35-65c0acfff4ba 1478759608.735674000_1478759609.168759000
780fe62f-d66b-419e-a1ec-9ab2883825a7 1478759799.231498000_1478759799.328066000
2e7b60de-0cc7-443a-86de-06590e95bddf 1478759668.895108000_1478759669.073732000
ff617bb4-72bd-4369-9e16-107bc3c8c5c2 1478760089.977791000_1478760090.146009000
ef0f71db-e6fc-4ba2-90f6-71c47dafefd2 1478760240.778820000
ccb4e32f-d384-429c-92b6-7cc8de7c0307 1478760130.083553000_1478760130.185467000
bc3025e5-5ecd-4928-ba24-e687dba79129 1478760145.126017000_1478760145.545932000
a24bde11-5d51-46af-b1a9-592dbeeaa466 1478759754.121626000_1478759754.476369000
338e9a13-4703-4d92-b125-c5cda8364c10 1478759774.171154000_1478759774.342335000
f3f0a943-9109-45f0-8798-09d8266eaade 1478760059.908926000_1478760060.348187000
e519365c-fc31-47d0-a7b1-ddce6e93a422 1478759543.558824000_1478759543.632361000
af130b97-16b1-40a5-a7f4-91785e6009cf 1478759428.635617000
88a3278d-30ef-4ca2-9eea-0c4f8528b4a4 1478759703.992069000_1478759704.402144000
